55.79674,37.54017,0
55.79623,37.54134,0
55.79566,37.54262,0
55.7955,37.54297,0
55.79529,37.54343,0
55.79453,37.54516,0
55.79449,37.54525,0
55.79438,37.54549,0
55.79412,37.54604,0
55.79392,37.54647,0
55.79372,37.54692,0
55.79338,37.54767,0
55.79305,37.54845,0
55.79265,37.54933,0
55.79226,37.55022,0
55.79204,37.55073,0
55.79182,37.55124,0
55.7918,37.55127,0
55.79179,37.55131,0
55.79171,37.5515,0
55.79116,37.55274,0
55.79077,37.55363,0
55.7904,37.55447,0
55.7901,37.55516,0
55.7901,37.55516,0
55.78999,37.55529,0
55.78994,37.55535,0
55.7899,37.55541,0
55.78987,37.55546,0
55.78982,37.55556,0
55.78965,37.55589,0
55.78951,37.55618,0
55.78927,37.5567,0
55.78888,37.55761,0
55.78881,37.55776,0
55.78879,37.55782,0
55.78877,37.55785,0
55.78875,37.55787,0
55.78874,37.55789,0
55.78864,37.55797,0
55.78864,37.55797,0
55.78835,37.55856,0
55.78809,37.55914,0
55.78777,37.55988,0
55.78747,37.56051,0
55.78747,37.56051,0
55.78743,37.56059,0
55.78732,37.56078,0
55.78696,37.56155,0
55.78657,37.5624,0
55.78605,37.56351,0
55.7858,37.56406,0
55.78561,37.56447,0
55.78561,37.56447,0
55.78542,37.56457,0
55.78538,37.56459,0
55.78533,37.56461,0
55.7853,37.56461,0
55.78527,37.56462,0
55.78524,37.56462,0
55.7852,37.56461,0
55.78516,37.5646,0
55.78513,37.56458,0
55.78507,37.56454,0
55.78502,37.5645,0
55.78499,37.56447,0
55.78496,37.56443,0
55.78493,37.56439,0
55.78474,37.56412,0
55.78422,37.5634,0
55.78383,37.56287,0
55.78374,37.56273,0
55.78361,37.56255,0
55.78352,37.56244,0
55.78337,37.56227,0
55.78337,37.56227,0
55.78327,37.56218,0
55.78324,37.56215,0
55.78321,37.56213,0
55.78301,37.56203,0
55.78301,37.56203,0
55.78267,37.56157,0
55.78219,37.56091,0
55.78209,37.56077,0
55.78124,37.55961,0
55.78113,37.55946,0
55.78069,37.55884,0
55.78047,37.55855,0
55.78016,37.55815,0
55.77996,37.55793,0
55.77985,37.5578,0
55.77967,37.55762,0
55.77959,37.55754,0
55.77947,37.55744,0
55.7793,37.5573,0
55.77872,37.55686,0
55.77738,37.55581,0
55.77716,37.55564,0
55.77648,37.55512,0
55.77604,37.55476,0
55.7759,37.55464,0
55.7758,37.55454,0
55.77564,37.55439,0
55.77552,37.55428,0
55.77542,37.55418,0
55.77534,37.55409,0
55.77527,37.55401,0
55.77518,37.5539,0
55.77512,37.55383,0
55.77506,37.55375,0
55.77498,37.55364,0
55.77486,37.55345,0
55.77463,37.55296,0
55.77446,37.55256,0
55.7744,37.55242,0
55.77434,37.55222,0
55.77426,37.5519,0
55.77422,37.55172,0
55.77418,37.55152,0
55.77415,37.55132,0
55.77413,37.55116,0
55.7741,37.55093,0
